objid,author_ML_score,protege_score,protege_rank,ra,dec,peak_flux,x,y,original_image,obj_size_pixels,evaluation_subset_author_ML_score
img68_isl2555,-1,1.7616210427574646,3709,349.8729,-67.4425,0.00507503642108,1707,2974,J2319.2-6750_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img66_isl421,-1,1.7615441979827215,3710,109.0919,-60.6793,0.00030461096562,221,1205,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,35,2
img72_isl488,-1,1.7613755728230982,3711,216.7605,-54.2435,0.00041184505081,332,1604,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img74_isl5135,-1,1.76131713500215,3712,212.0315,-43.2941,0.0004241947529,2960,236,J1410.4-4246_aFix_pol_I_Farcsec_5pln_cor.FITS,91,-1
img28_isl1360,-1,1.7612125099714042,3713,34.5348,-47.6892,0.00867503267506,885,3565,J0216.3-4816_aFix_pol_I_Farcsec_5pln_cor.FITS,47,1
img93_isl6438,-1,1.7604236004496288,3714,2.8075,-66.2799,0.00495633220151,2620,1139,J0014.3-6604_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img8_isl7649,-1,1.7603592734261362,3715,341.3605,-44.3871,0.00246145234208,3577,2227,Abell_S1063_nofix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img111_isl2412,-1,1.7603494935850388,3716,172.6546,-42.6286,0.00936668284264,1451,579,J1130.0-4213_aFix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img30_isl2713,-1,1.760008876182796,3717,255.4353,-82.1742,0.00712141810157,2094,1750,J1705.1-8210_aFix_pol_I_Farcsec_5pln_cor.FITS,43,1
img60_isl3607,-1,1.7598644906106653,3718,180.3029,-46.0547,0.00231023961422,1728,2820,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,64,2
img60_isl1713,-1,1.7597140358318963,3719,180.6801,-46.3061,8.400803994e-05,943,2061,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,32,1
img71_isl1277,-1,1.7596873753870277,3720,13.2901,-48.2113,0.00428461492725,781,2729,J0051.1-4833_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img63_isl3724,-1,1.7593255352851602,3721,64.2673,-11.6157,0.00023734345795,2087,2573,MACSJ0417.5-1155_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img12_isl1354,-1,1.759274668928211,3722,358.2462,-84.8149,0.00416877808647,888,2731,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img41_isl1097,-1,1.7591500516228624,3723,20.141,-54.7232,0.00197985985935,597,2301,J0117.8-5455_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img108_isl2178,-1,1.759054105219606,3724,85.1331,-41.094,0.00085492102886,1498,1003,J0540.1-4050_aFix_pol_I_Farcsec_5pln_cor.FITS,34,2
img55_isl933,-1,1.759043498836996,3725,68.3187,-61.6761,0.00406032834953,1088,1058,J0431.4-6126_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img70_isl1737,-1,1.7582326089444225,3726,81.7279,-46.9569,0.00212314234585,1213,2573,J0525.8-4715_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img4_isl2484,-1,1.7581233710131894,3727,36.6747,-41.541,0.00284525362467,1304,2790,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,42,1
img4_isl1371,-1,1.758072482890614,3728,36.906,-42.4847,0.00069550926789,819,70,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,37,1
img110_isl5552,-1,1.7577965171743937,3729,18.9304,-27.219,0.00269420997799,3306,1016,Abell_2895_noFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img5_isl5863,-1,1.7573492366698389,3730,113.3622,-75.1268,0.00055316733917,2598,1663,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,111,3
img7_isl6508,-1,1.7569225129161188,3731,142.0643,-83.4976,0.00099061280287,3425,1578,J0948.6-8327_aFix_pol_I_Farcsec_5pln_cor.FITS,43,2
img113_isl2145,-1,1.756729951844211,3732,119.7119,-53.5497,0.00028838417282,1270,904,J0757.7-5315_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img14_isl4094,-1,1.7566187973968188,3733,209.1999,-47.6317,0.00014918799354,2901,2428,J1358.9-4750_aFix_pol_I_Farcsec_5pln_cor.FITS,131,-1
img49_isl4774,-1,1.75626570925296,3734,122.4725,-57.7943,0.00043736770067,2859,118,J0812.5-5714_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img57_isl1238,-1,1.7560292836450564,3735,229.8744,-46.1624,0.55352381468234,1224,2947,J1518.3-4632_aFix_pol_I_Farcsec_5pln_cor.FITS,70,-1
img85_isl5857,-1,1.7558776768881963,3736,99.1572,-53.5794,0.00069868589732,2770,2986,J0638.7-5358_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img18_isl1160,-1,1.7556601010467203,3737,42.0511,-53.3713,0.03333007485469,636,798,Abell_S295_aFix_pol_I_Farcsec_5pln_cor.FITS,79,1
img103_isl1522,-1,1.7556205098317386,3738,26.6954,-52.5961,0.00045553569961,967,2929,J0145.0-5300_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img17_isl4981,-1,1.755534007370275,3739,238.3418,-75.7162,0.00953462494081,3310,1837,J1601.7-7544_aFix_pol_I_Farcsec_5pln_cor.FITS,44,-1
img8_isl1836,-1,1.7552402092816342,3740,342.5792,-44.1233,0.00703062355335,947,3029,Abell_S1063_nofix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img23_isl757,-1,1.7550246832575884,3741,336.091,-52.4547,0.00514284268899,793,2106,J2222.2-5235_aFix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img9_isl4982,-1,1.754792068009226,3742,89.8206,-58.1993,0.00105756192118,2306,2845,J0600.8-5835_aFix_pol_I_Farcsec_5pln_cor.FITS,35,2
img62_isl3288,-1,1.7547858381789134,3743,85.7646,-40.5686,0.00017215916673,1614,2974,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,29,-1
img10_isl52,-1,1.7546901276006273,3744,40.5154,-1.476,0.01294592324061,130,2044,Abell_370_afix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img92_isl3823,-1,1.7544805747028205,3745,33.0326,-46.6865,0.00511737630392,2108,3013,J0212.8-4707_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img6_isl2435,-1,1.7540967755382106,3746,6.5576,-20.0822,0.51059649922517,2328,70,Abell_33_noFix_pol_I_Farcsec_5pln_cor.FITS,45,1
img44_isl130,-1,1.7539075596901996,3747,7.6616,-50.3044,0.26811469056965,216,1565,J0027.3-5015_aFix_pol_I_Farcsec_5pln_cor.FITS,323,-1
img103_isl3895,-1,1.753771090673564,3748,26.0682,-52.8087,0.00145673926271,2062,2319,J0145.0-5300_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img52_isl4960,-1,1.7535120331359075,3749,232.2947,-83.1718,0.00055536456488,2643,2948,J1539.5-8335_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img69_isl7235,-1,1.7534881839013552,3750,47.9123,-45.8037,0.00049919395729,3217,658,J0314.3-4525_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img6_isl369,-1,1.7531645136403466,3751,7.2295,-19.2596,0.08208527176878,504,2438,Abell_33_noFix_pol_I_Farcsec_5pln_cor.FITS,57,1
img59_isl1042,-1,1.7531501388347397,3752,10.2189,-29.0381,0.02349843101569,2529,281,Abell_2811_noFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img105_isl3913,-1,1.752962868889705,3753,56.998,-82.3099,0.00063684436535,2016,1446,J0351.1-8212_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img105_isl3671,-1,1.752859992655614,3754,57.2818,-81.7276,0.00144026483351,1922,3111,J0351.1-8212_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img45_isl4507,-1,1.752613476361657,3755,86.5137,-22.0441,0.03610853151496,3160,1412,Abell_3365A_noFix_pol_I_Farcsec_5pln_cor.FITS,94,-1
img36_isl3172,-1,1.7525658716691004,3756,92.4984,-48.9282,0.00100597883109,1985,1379,J0610.5-4848_aFix_pol_I_Farcsec_5pln_cor.FITS,50,-1
img103_isl5680,-1,1.7523634077144483,3757,25.6153,-52.7439,0.00010569000679,2852,2501,J0145.0-5300_aFix_pol_I_Farcsec_5pln_cor.FITS,66,-1
img111_isl6097,-1,1.75230557775633,3758,171.8506,-41.9713,0.00201134749423,3169,2467,J1130.0-4213_aFix_pol_I_Farcsec_5pln_cor.FITS,50,-1
img52_isl2228,-1,1.752224466942037,3759,236.096,-83.769,0.0001928358973,1365,1227,J1539.5-8335_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img62_isl2659,-1,1.7520085953226483,3760,85.8817,-41.4194,0.00072495638842,1363,523,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,44,-1
img27_isl4838,-1,1.751828301910086,3761,15.06,-21.6256,0.00339143007405,3568,2572,Abell_133_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img29_isl1524,-1,1.751750526306712,3762,94.6523,-48.3865,0.0007029089742,909,50,J0616.8-4748_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img11_isl2092,-1,1.7517353506682691,3763,10.4924,-9.2822,0.00120880624788,1691,1916,Abell_85_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img54_isl5755,-1,1.7517278699624164,3764,72.0397,-44.4304,0.00373721152628,2635,2439,J0449.9-4440_aFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img81_isl660,-1,1.7516890660320954,3765,306.6479,-55.971,0.0050210875919,446,630,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img67_isl2059,-1,1.751347279903884,3766,52.4082,-56.2537,0.00204498783836,1386,177,J0328.6-5542_aFix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img31_isl1740,-1,1.7513389088376217,3767,83.2131,-11.2715,0.00433388473182,1413,2511,Abell_545_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img93_isl5205,-1,1.7513170652126333,3768,3.2022,-65.8535,0.00012246079792,2170,2371,J0014.3-6604_aFix_pol_I_Farcsec_5pln_cor.FITS,28,-1
img37_isl1049,-1,1.7508659945162,3769,87.0998,-25.2935,0.00110502342882,874,2780,Abell_548_aFix_pol_I_Farcsec_5pln_cor.FITS,113,-1
img61_isl4965,-1,1.7507943428465444,3770,115.7862,-54.4702,0.00161132814092,2691,626,J0745.1-5404_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img67_isl5592,-1,1.7507444991921268,3771,51.2666,-55.8753,0.00236338670231,3312,1309,J0328.6-5542_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img97_isl1023,-1,1.7503493079074752,3772,92.3329,-49.2093,0.00141545630178,673,2629,J0607.0-4928_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img11_isl1110,-1,1.7503345847592109,3773,10.7547,-9.4475,0.00036910020684,911,1418,Abell_85_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img79_isl2527,-1,1.750192006299934,3774,15.7836,-48.8655,0.00131582918774,1680,2966,ElGordo_aFix_pol_I_Farcsec_5pln_cor.FITS,44,3
img12_isl13,-1,1.7499978047960278,3775,2.9549,-85.71,0.00140144615725,28,79,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,43,-1
img84_isl1279,-1,1.7498650499560595,3776,56.1838,-53.6985,0.01627176445361,945,1544,J0342.8-5338_aFix_pol_I_Farcsec_5pln_cor.FITS,64,-1
img15_isl2353,-1,1.7494978981225522,3777,191.501,-41.4867,0.00182460782621,3236,1207,J1248.7-4118_aFix_pol_I_Farcsec_5pln_cor.FITS,86,-1
img64_isl427,-1,1.749388819564479,3778,74.029,-10.3177,0.00084263004515,331,1516,Abell_521_noFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img85_isl446,-1,1.749257490683696,3779,100.533,-53.4137,0.00717349768788,302,3480,J0638.7-5358_aFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img9_isl2944,-1,1.749236860121377,3780,90.372,-58.3763,0.00499680410937,1471,2337,J0600.8-5835_aFix_pol_I_Farcsec_5pln_cor.FITS,42,2
img52_isl4484,-1,1.7486242043555102,3781,232.8571,-83.5912,0.00064385360361,2406,1736,J1539.5-8335_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img91_isl3342,-1,1.7484591775934564,3782,342.148,-15.81,0.02052468238863,1698,2582,Abell_2485_noFix_pol_I_Farcsec_5pln_cor.FITS,48,-1
img94_isl3113,-1,1.7483354932014166,3783,49.478,-43.7507,0.0500494741773,1762,3134,J0317.9-4414_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img61_isl1496,-1,1.7482439387106794,3784,116.7313,-54.4746,0.00317278231438,1036,613,J0745.1-5404_aFix_pol_I_Farcsec_5pln_cor.FITS,44,-1
img63_isl1073,-1,1.7481964155968317,3785,64.7685,-11.7537,0.00832796379604,673,2175,MACSJ0417.5-1155_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img15_isl1725,-1,1.7481789290771528,3786,191.9899,-41.7557,0.02019697779036,2179,438,J1248.7-4118_aFix_pol_I_Farcsec_5pln_cor.FITS,56,-1
img110_isl2224,-1,1.7479280248198477,3787,19.6046,-27.5043,0.00225873654006,1579,199,Abell_2895_noFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img68_isl1797,-1,1.7478112823383771,3788,350.2312,-68.2535,0.00050349634712,1314,553,J2319.2-6750_aFix_pol_I_Farcsec_5pln_cor.FITS,79,-1
img108_isl1561,-1,1.7476625825820769,3789,85.3037,-40.453,0.0005803513723,1121,2848,J0540.1-4050_aFix_pol_I_Farcsec_5pln_cor.FITS,29,1
img32_isl1657,-1,1.7473311479257003,3790,77.691,-8.1492,0.00012407724299,1710,1356,RXCJ0510.7-0801_aFix_Pol_I_Farcsec_5pln_cor.FITS,39,-1
img16_isl3328,-1,1.7470693315767178,3791,77.4492,-45.1563,0.00871931823508,1950,2202,J0510.2-4519_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img18_isl3391,-1,1.7469930001680418,3792,41.3252,-53.2554,0.02000069191419,1942,1153,Abell_S295_aFix_pol_I_Farcsec_5pln_cor.FITS,106,3
img113_isl1270,-1,1.7469015731210753,3793,119.976,-53.6401,0.00018986961418,820,641,J0757.7-5315_aFix_pol_I_Farcsec_5pln_cor.FITS,28,-1
img45_isl973,-1,1.7467729239862066,3794,87.4664,-22.5184,0.00022984092145,620,47,Abell_3365A_noFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img83_isl469,-1,1.7465166848275144,3795,59.8926,-73.44,0.000375770742,277,3432,J0352.4-7401_aFix_pol_I_Farcsec_5pln_cor.FITS,29,-1
img63_isl2744,-1,1.746500476829831,3796,64.45,-12.2755,0.00206047376473,1572,673,MACSJ0417.5-1155_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img31_isl1377,-1,1.7463567014132158,3797,83.2927,-11.0411,0.00163546725588,1188,3174,Abell_545_aFix_pol_I_Farcsec_5pln_cor.FITS,44,-1
img0_isl3149,-1,1.7463454586731078,3798,95.8829,-55.5101,0.00019789153322,2439,1269,J0625.2-5521_aFix_pol_I_Farcsec_5pln_cor.FITS,26,-1
img82_isl3850,-1,1.746312498370824,3799,95.6319,-53.1731,5.542624311e-05,3392,3221,J0626.3-5341_aFix_pol_I_Farcsec_5pln_cor.FITS,16,-1
img92_isl1290,-1,1.746295878045844,3800,33.6528,-46.7018,0.02423575500463,883,2968,J0212.8-4707_aFix_pol_I_Farcsec_5pln_cor.FITS,46,-1
img66_isl79,-1,1.7462490770526684,3801,109.2144,-60.6635,0.00343670342143,48,1248,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,46,2
img42_isl2845,-1,1.7455922495055962,3802,5.1467,-25.88,0.00070038834642,1847,1332,Abell_22_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img50_isl1842,-1,1.7453462608781514,3803,62.3787,-71.0499,7.541506732e-05,1085,2373,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,28,-1
img22_isl4870,-1,1.7452951871723184,3804,356.5376,-28.0911,0.00030037024829,2718,2144,Abell_4038_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img50_isl2614,-1,1.7451050638615817,3805,61.9435,-71.4292,0.00024945097097,1497,1284,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img75_isl5456,-1,1.7450858762031256,3806,97.4738,-56.5613,0.00020997495051,2305,605,J0631.3-5610_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img47_isl5699,-1,1.7450831345663975,3807,98.6774,-48.6349,0.0001925326437,3107,1330,J0637.3-4828_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img25_isl1599,-1,1.7448081814803942,3808,46.8816,-77.3877,0.0014121085962,1138,3110,J0303.7-7752_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img40_isl4940,-1,1.7447728004800973,3809,63.3894,-55.242,0.00039105605819,3038,2231,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img37_isl1785,-1,1.744736766796948,3810,86.8723,-25.6471,0.00774459992656,1495,1716,Abell_548_aFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img24_isl3461,-1,1.7446434524567325,3811,5.8459,-12.4862,0.00300194662388,3209,1413,MACSJ_0025.4-1222B_aFix_pol_I_Farcsec_5pln_cor.FITS,46,-1
img91_isl3908,-1,1.7445179365064638,3812,342.0708,-15.5745,0.01778956525982,1912,3260,Abell_2485_noFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img36_isl1909,-1,1.744509680285793,3813,92.9253,-48.6316,0.01297412536149,1174,2232,J0610.5-4848_aFix_pol_I_Farcsec_5pln_cor.FITS,48,-1
img83_isl1649,-1,1.744440294118538,3814,58.9808,-73.9883,0.00381092375915,1054,1858,J0352.4-7401_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img46_isl1774,-1,1.7443583067570634,3815,54.3163,-40.4489,0.00088095519094,1207,2227,J0336.3-4037_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img15_isl1777,-1,1.744171459144388,3816,191.9751,-40.9211,0.00081228811312,2217,2841,J1248.7-4118_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img60_isl4742,-1,1.7435937491042464,3817,180.0472,-46.9452,0.00039775530942,2255,136,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,31,2
img36_isl3733,-1,1.74337095594949,3818,92.3329,-49.2092,0.00149116755209,2295,569,J0610.5-4848_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img83_isl1675,-1,1.7431932012383573,3819,58.9769,-74.1395,0.00270972819778,1063,1420,J0352.4-7401_aFix_pol_I_Farcsec_5pln_cor.FITS,28,-1
img38_isl1069,-1,1.743180221545502,3820,27.1476,-60.028,0.00022642837618,536,3267,J0145.2-6033_aFix_pol_I_Farcsec_5pln_cor.FITS,27,-1
img19_isl4024,-1,1.7431399792458966,3821,176.1016,-54.357,0.0001954596456,2247,1682,J1145.6-5420_aFix_pol_I_Farcsec_5pln_cor.FITS,31,2
img113_isl1303,-1,1.7430254666706764,3822,119.956,-52.7516,0.00136450479791,836,3200,J0757.7-5315_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img98_isl1794,-1,1.743011246715923,3823,145.8475,-76.5428,0.00283515840147,1734,1123,J0943.4-7619_aFix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img112_isl2854,-1,1.742986020973993,3824,316.6839,-83.0356,0.00549958537062,1588,834,J2104.9-8243_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img43_isl4705,-1,1.7429149076507522,3825,278.6274,-76.6925,0.00475889866432,2741,3049,J1840.6-7709_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img72_isl3692,-1,1.7428108859384503,3826,215.7798,-53.7194,0.00033790424023,1986,3121,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img84_isl5660,-1,1.7426532439373443,3827,54.8669,-53.2975,0.00160939965792,3204,2693,J0342.8-5338_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img25_isl713,-1,1.7411101844574612,3828,47.9543,-77.7856,0.00507159982879,503,1948,J0303.7-7752_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img13_isl3188,-1,1.7408899245730132,3829,22.7696,-13.0333,0.2799796605538,2454,3445,Abell_209_aFix_pol_I_Farcsec_5pln_cor.FITS,224,2
img71_isl2220,-1,1.740470690571814,3830,13.0695,-48.9146,0.00045438710793,1212,705,J0051.1-4833_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img3_isl2485,-1,1.7404644119154464,3831,202.8837,-31.9798,0.00034525468047,1552,884,Abell_3562_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img87_isl1198,-1,1.74043317797257,3832,251.9774,-73.1514,0.01412545517202,1230,3010,J1645.4-7334_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img62_isl5857,-1,1.740141742179073,3833,85.2937,-40.9828,0.00043805534498,2638,1779,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img5_isl6169,-1,1.7400837685746091,3834,113.1916,-75.5062,3.733497056e-05,2699,568,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,27,1
img37_isl1703,-1,1.7400749835717413,3835,86.8718,-25.2517,0.0675856111238,1495,2908,Abell_548_aFix_pol_I_Farcsec_5pln_cor.FITS,316,-1
img46_isl2377,-1,1.740050139161806,3836,54.1679,-40.2621,0.00048917173616,1531,2765,J0336.3-4037_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img20_isl1292,-1,1.740043211957529,3837,85.4691,-43.2546,0.0002381058329,871,2190,J0540.1-4322_aFix_pol_I_Farcsec_5pln_cor.FITS,28,-1
img23_isl1081,-1,1.73925396508277,3838,335.9569,-52.0832,0.00190106814044,1022,3177,J2222.2-5235_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img6_isl458,-1,1.7391977042495368,3839,7.1985,-20.0853,0.0044379909556,594,61,Abell_33_noFix_pol_I_Farcsec_5pln_cor.FITS,39,2
img105_isl1400,-1,1.73910468313942,3840,60.0326,-82.1348,0.00026242239509,836,1931,J0351.1-8212_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img63_isl3219,-1,1.7388679775558624,3841,64.3587,-11.3759,0.00160856724639,1829,3263,MACSJ0417.5-1155_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img82_isl659,-1,1.7386163607739458,3842,97.28,-53.4382,0.00218165082685,555,2463,J0626.3-5341_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img12_isl4836,-1,1.7385487147269103,3843,351.1259,-84.9833,5.530170737e-05,2693,2239,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,27,-1
img81_isl4541,-1,1.7384370409776373,3844,305.6151,-55.6934,0.00127523955642,2113,1436,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img7_isl6193,-1,1.738198347340001,3845,142.771,-83.5537,0.00430201418368,3181,1435,J0948.6-8327_aFix_pol_I_Farcsec_5pln_cor.FITS,48,2
img104_isl3120,-1,1.7379513037340368,3846,101.3555,-54.7927,0.00089424656685,1757,75,J0645.4-5413_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img43_isl1422,-1,1.7378369363337038,3847,281.3537,-77.4521,0.01244177300639,978,867,J1840.6-7709_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img38_isl568,-1,1.737659244659912,3848,27.3197,-60.075,0.0183967492198,291,3129,J0145.2-6033_aFix_pol_I_Farcsec_5pln_cor.FITS,67,-1
img44_isl5611,-1,1.7376506103278584,3849,5.9123,-50.6598,0.01772143371963,3420,539,J0027.3-5015_aFix_pol_I_Farcsec_5pln_cor.FITS,48,-1
img32_isl3229,-1,1.7374740236839514,3850,77.2511,-8.2771,0.00431809121135,2964,987,RXCJ0510.7-0801_aFix_Pol_I_Farcsec_5pln_cor.FITS,48,-1
img5_isl395,-1,1.737275724640414,3851,116.5635,-75.2044,0.00059399394472,240,1422,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,35,2
img85_isl5241,-1,1.73717520792293,3852,99.3,-53.6045,0.00111211898476,2514,2912,J0638.7-5358_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img40_isl5166,-1,1.737030985982855,3853,63.315,-55.9985,0.00058082205135,3132,51,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,103,-1
img80_isl1374,-1,1.737015043694505,3854,198.7709,-25.3205,0.00060736930784,1340,1613,RXCJ1314_aFix_pol_I_Farcsec_5pln_cor.FITS,33,2
img91_isl3484,-1,1.736681580130805,3855,342.1277,-16.1779,0.00329605195345,1754,1522,Abell_2485_noFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img112_isl2035,-1,1.73637622741135,3856,317.6789,-82.6902,0.00029743419123,1212,1831,J2104.9-8243_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img78_isl1377,-1,1.7361369221413434,3857,3.8922,-30.6083,8.440695968e-05,965,1128,Abell_2744_aFix_pol_I_Farcsec_5pln_cor.FITS,51,-1
img62_isl7220,-1,1.736129955330115,3858,84.976,-40.9217,0.00036064160147,3331,1950,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img111_isl2574,-1,1.7361106677356128,3859,172.5436,-42.2422,0.13719582308296,1686,1692,J1130.0-4213_aFix_pol_I_Farcsec_5pln_cor.FITS,354,-1
img18_isl2603,-1,1.7359427032652488,3860,41.4331,-52.9578,0.01368614735599,1747,2050,Abell_S295_aFix_pol_I_Farcsec_5pln_cor.FITS,629,5
img45_isl3736,-1,1.735870717442623,3861,86.7236,-21.6561,0.01528667108422,2602,2531,Abell_3365A_noFix_pol_I_Farcsec_5pln_cor.FITS,58,-1
img89_isl1265,-1,1.7353792441657934,3862,355.4311,-9.2158,0.0014447760855,1412,1186,Abell_2645_noFix_pol_I_Farcsec_5pln_cor.FITS,37,2
img111_isl1377,-1,1.735371835261349,3863,172.8741,-41.8891,0.02582426658641,977,2708,J1130.0-4213_aFix_pol_I_Farcsec_5pln_cor.FITS,68,-1
img88_isl3484,-1,1.735297648034654,3864,357.935,-26.0674,0.00108228153947,1689,1775,Abell_2667_noFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img40_isl844,-1,1.735200649825972,3865,64.8983,-55.4636,0.00749257953048,567,1595,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img27_isl790,-1,1.73512168323213,3866,16.1417,-22.1866,0.01079173594133,542,882,Abell_133_aFix_pol_I_Farcsec_5pln_cor.FITS,51,-1
img43_isl2368,-1,1.734793624631485,3867,280.5618,-77.0485,0.00019098351391,1465,2036,J1840.6-7709_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img104_isl5199,-1,1.7347790717898868,3868,100.5448,-54.6262,0.02206290747283,3109,546,J0645.4-5413_aFix_pol_I_Farcsec_5pln_cor.FITS,49,-1
img8_isl2669,-1,1.734457326177743,3869,342.4165,-45.0626,0.00235938696364,1308,199,Abell_S1063_nofix_pol_I_Farcsec_5pln_cor.FITS,31,-1
